rpm,cht_c,egt_c,oil_press_bar,oil_temp_c,fuel_flow_lph,vibration_g,battery_v,injection_deg,cht_residual,egt_residual,oil_pressure_residual,vibration_residual,degradation,fault,rul
5132.432,122.1,760.208,4.163,95.441,18.652,0.2024,14.085,10.702,9.151,71.066,0.632,0.1318,55.499,injection_timing_issue,299.51
4843.123,156.218,781.001,2.619,117.867,19.531,0.1384,14.201,22.519,53.962,142.176,-0.189,0.0658,99.632,coking_degradation,152.22
4923.928,174.568,664.378,2.894,99.453,14.817,0.1389,14.189,23.775,73.794,20.438,-0.116,0.0728,82.721,sensor_drift,196.85
4851.03,144.135,663.31,2.631,91.419,16.969,0.1312,14.253,24.377,44.125,28.187,-0.196,0.0593,67.529,sensor_drift,258.89
5270.5,136.262,628.157,1.749,133.581,15.296,0.2497,13.862,24.252,21.146,-79.125,-2.128,0.168,96.244,lubrication_issue,167.78
5135.401,114.04,671.805,1.506,119.999,16.864,0.1708,13.913,20.656,2.76,-14.295,-2.033,0.1,51.26,lubrication_issue,322.75
5038.278,105.606,709.432,2.957,103.942,16.732,0.141,14.099,20.998,-1.657,41.077,-0.338,0.0779,25.62,healthy,417.39
4900.865,120.877,706.357,3.064,92.204,12.388,0.2475,14.023,33.588,23.454,71.425,0.112,0.1795,77.532,injection_timing_issue,234.69
4971.325,134.113,801.518,3.712,113.112,20.084,0.1255,13.977,21.042,26.176,138.512,0.584,0.0632,89.5,coking_degradation,179.64
5115.226,128.699,728.509,3.197,103.497,15.16,0.2616,13.99,23.396,19.93,49.448,-0.291,0.1924,71.083,abnormal_vibration,239.38
4668.875,127.405,575.362,3.476,87.356,17.212,0.2205,14.039,20.982,32.405,-44.638,0.976,0.134,84.68,misfire,211.08
5205.072,135.106,764.131,3.312,116.972,20.099,0.1917,14.215,24.356,17.804,59.019,-0.401,0.1153,67.983,coking_degradation,253.83
5054.866,148.926,641.511,2.642,88.138,17.877,0.1404,14.081,21.269,39.854,-32.12,-0.695,0.0761,67.031,sensor_drift,275.01
5068.31,125.031,649.115,3.744,90.255,15.922,0.3858,14.247,23.311,17.377,-23.024,0.373,0.3203,81.416,abnormal_vibration,211.97
4745.344,98.713,809.44,3.033,100.918,11.07,0.2353,13.815,13.306,3.713,189.44,0.469,0.155,84.229,injector_abnormality,195.69
4985.134,155.311,631.143,3.053,88.132,15.686,0.1491,13.922,23.078,51.221,-25.552,-0.11,0.0879,74.171,sensor_drift,253.0
5286.428,133.134,674.63,1.235,138.989,16.1,0.147,14.152,21.297,16.576,-37.127,-2.681,0.0641,83.441,lubrication_issue,201.43
4778.368,107.13,681.431,3.215,86.972,16.247,0.3351,14.106,22.824,10.748,60.83,0.569,0.2574,79.791,abnormal_vibration,205.88
4901.215,165.883,691.032,3.975,86.896,15.357,0.0957,14.015,23.488,65.477,50.099,1.022,0.0278,99.255,sensor_drift,143.98
4702.775,110.326,783.802,3.722,90.809,11.582,0.1688,13.897,12.843,15.326,163.802,1.222,0.085,89.839,injector_abnormality,188.56
5080.684,102.882,678.459,4.026,92.988,14.877,0.1498,14.106,20.455,-4.222,6.181,0.625,0.0833,23.284,healthy,404.92
5211.263,146.386,813.189,2.547,134.54,16.643,0.2159,14.176,24.787,32.293,113.875,-1.181,0.139,95.739,overheating,152.86
5262.069,97.688,687.175,3.22,91.966,15.283,0.1094,13.815,21.524,-17.078,-18.564,-0.635,0.0284,30.365,healthy,408.35
4564.016,117.599,639.424,2.947,101.049,16.287,0.2495,14.146,23.429,22.599,19.424,0.447,0.1546,60.754,abnormal_vibration,283.86
4900.959,100.779,791.471,4.071,91.69,13.604,0.1953,14.19,16.83,2.137,154.091,1.118,0.1274,84.28,injection_timing_issue,191.09
4982.991,124.092,801.781,4.075,97.717,10.679,0.1263,14.353,13.684,25.093,155.484,0.918,0.0649,95.311,injector_abnormality,170.79
5199.22,121.527,657.239,2.864,92.641,16.942,0.0801,11.896,24.34,7.617,-40.504,-0.834,0.0041,34.718,battery_alternator_health,368.62
5297.682,119.178,630.381,3.604,97.325,15.645,0.0996,14.251,24.636,2.626,-82.492,-0.34,0.0158,29.037,healthy,386.36
4541.7,101.568,576.633,3.985,93.439,16.615,0.3566,13.858,24.309,6.568,-43.367,1.485,0.2599,72.435,misfire,254.34
4688.399,102.541,721.98,4.122,100.578,17.81,0.3527,14.349,21.967,7.541,101.98,1.622,0.2678,96.147,abnormal_vibration,173.86
5135.992,123.174,627.158,1.838,130.332,15.0,0.187,13.871,22.439,13.735,-55.32,-1.702,0.1161,71.909,lubrication_issue,262.54
4994.893,100.117,812.687,2.886,94.92,10.394,0.1626,13.866,32.156,0.927,164.818,-0.301,0.1022,74.268,injector_abnormality,231.12
5211.229,155.019,795.353,3.527,105.92,20.699,0.1918,13.826,21.162,36.872,87.935,-0.201,0.1149,83.116,coking_degradation,208.19
5178.345,172.746,704.249,3.009,99.13,16.576,0.1413,13.883,22.838,60.036,10.995,-0.637,0.067,87.727,sensor_drift,199.51
4943.395,132.658,619.882,2.586,93.408,14.372,0.2996,14.289,24.96,31.55,-26.672,-0.473,0.2351,78.563,abnormal_vibration,233.49
4893.276,138.914,829.044,3.498,112.494,16.943,0.1574,14.079,22.664,37.24,186.37,0.564,0.0888,100.0,overheating,156.21
5232.721,113.529,647.086,1.227,110.098,17.857,0.1512,13.826,22.758,-2.637,-58.518,-2.555,0.0726,68.383,lubrication_issue,260.2
4803.682,137.698,786.525,2.727,121.87,17.001,0.1371,14.272,22.962,39.55,159.861,0.018,0.0614,95.664,coking_degradation,164.75
5482.01,107.508,759.695,2.535,89.439,14.845,0.3327,14.238,17.647,-15.618,39.695,-1.665,0.2341,81.455,combustion_instability,227.34
4467.617,103.174,546.972,3.929,99.71,14.441,0.3392,13.989,22.361,8.174,-73.028,1.429,0.2366,81.248,misfire,210.6
4922.297,160.652,689.563,3.005,104.336,15.083,0.0625,14.053,20.14,59.678,45.384,-0.001,-0.0037,74.133,sensor_drift,232.13
5020.685,161.308,741.398,3.62,124.901,14.364,0.1368,13.845,21.676,57.116,80.946,0.369,0.0751,92.667,overheating,163.26
4932.572,149.759,742.962,3.288,118.236,20.717,0.1883,14.248,24.576,42.739,85.664,0.256,0.1229,89.882,coking_degradation,183.28
4951.823,103.648,699.979,2.527,85.819,15.132,0.1093,13.832,21.529,1.443,50.386,-0.553,0.0455,26.394,healthy,405.53
5115.476,115.293,689.747,3.597,90.227,15.822,0.1181,13.953,23.011,5.852,9.318,0.108,0.0489,14.669,healthy,462.21
5010.031,108.466,620.516,2.831,86.636,16.287,0.0525,14.242,24.89,2.777,-41.864,-0.394,-0.0083,18.742,healthy,432.12
5219.693,141.24,773.257,3.213,118.185,15.214,0.1409,13.985,20.32,28.238,75.284,-0.536,0.0633,65.708,overheating,271.07
4916.63,103.348,794.656,2.938,85.277,10.693,0.2162,13.902,29.577,6.99,160.278,-0.054,0.1495,80.889,injector_abnormality,219.88
5061.355,157.562,712.93,3.463,87.187,15.963,0.0926,13.849,21.677,50.145,41.96,0.11,0.0277,69.152,sensor_drift,245.46
5019.006,116.79,703.248,3.162,100.496,14.482,0.2446,14.197,28.781,12.549,42.864,-0.085,0.1831,51.974,injection_timing_issue,324.16
5263.059,167.902,675.349,2.865,94.423,15.963,0.0714,14.383,23.914,52.416,-31.927,-0.992,-0.0097,79.77,sensor_drift,220.28
4655.02,122.223,809.603,3.56,99.688,10.007,0.122,13.801,27.718,27.223,189.603,1.06,0.0344,98.829,injector_abnormality,164.26
5239.78,172.652,635.876,3.142,87.555,17.462,0.0939,14.071,21.837,56.599,-70.208,-0.658,0.0147,81.928,sensor_drift,221.51
5232.822,119.764,624.742,3.106,87.243,20.026,0.3528,14.36,21.931,1.425,-85.218,-0.676,0.2742,83.55,combustion_instability,215.5
5025.033,101.228,741.556,3.897,99.336,9.545,0.2125,13.914,27.241,1.682,89.96,0.634,0.1505,69.743,injector_abnormality,248.61
4956.093,151.598,753.608,2.739,116.194,17.201,0.1236,14.012,22.748,47.153,99.108,-0.351,0.0601,91.867,coking_degradation,167.09
4893.168,112.557,686.295,2.751,90.216,14.704,0.3835,14.086,23.989,13.125,48.116,-0.182,0.3149,71.55,abnormal_vibration,260.19
5141.67,117.343,771.46,3.885,91.511,19.728,0.1815,14.099,10.841,2.949,78.505,0.33,0.1102,56.772,injection_timing_issue,298.85
5107.613,142.942,828.687,4.113,120.381,16.907,0.1827,14.136,22.878,32.73,147.502,0.644,0.1141,100.0,overheating,143.32
4860.433,112.153,624.028,2.761,92.429,17.964,0.0803,14.092,23.956,10.772,-14.778,-0.09,0.0092,14.947,healthy,436.95
5006.256,115.552,690.834,3.093,103.155,14.459,0.141,12.325,22.082,11.843,32.79,-0.123,0.0805,36.193,battery_alternator_health,358.4
5068.913,137.901,743.677,3.31,116.339,19.374,0.1705,14.161,22.438,26.77,64.524,-0.063,0.105,62.229,coking_degradation,271.77
4910.6,111.652,677.674,3.532,95.803,14.473,0.1214,12.167,21.507,11.755,36.821,0.556,0.0543,51.029,battery_alternator_health,322.42
5211.641,106.006,702.261,2.571,99.38,16.185,0.149,13.861,24.15,-7.645,3.795,-1.158,0.072,30.805,healthy,399.72
5031.47,170.534,695.588,2.724,104.765,15.224,0.0724,14.329,24.514,65.051,31.475,-0.555,0.0098,76.331,sensor_drift,238.31
5126.445,170.506,716.855,3.923,95.466,17.405,0.0841,14.191,22.014,59.044,31.285,0.407,0.014,70.28,sensor_drift,262.98
4461.324,132.8,613.711,3.438,102.269,15.465,0.251,14.021,24.373,37.8,-6.289,0.938,0.1479,81.708,misfire,205.23
4968.565,99.803,687.447,3.528,89.514,15.251,0.1668,13.014,23.04,-3.191,34.603,0.406,0.1043,36.256,battery_alternator_health,381.35
4940.307,100.428,676.752,2.941,96.088,17.185,0.1117,12.388,23.604,-3.369,25.127,-0.11,0.0469,23.089,battery_alternator_health,413.17
5284.719,165.269,674.637,2.662,100.598,14.706,0.053,14.089,20.918,50.175,-34.025,-1.249,-0.0298,75.049,sensor_drift,234.24
5158.741,122.593,718.363,1.583,129.494,16.826,0.207,14.322,23.85,10.417,28.137,-2.014,0.1343,65.033,lubrication_issue,279.52
4690.085,105.515,593.66,2.879,95.841,18.29,0.2099,13.978,20.918,10.515,-26.34,0.379,0.1251,43.64,misfire,345.99
4987.047,164.616,778.533,3.651,114.65,16.617,0.1434,14.371,23.978,59.517,119.629,0.483,0.0823,100.0,overheating,143.02
5341.247,113.59,668.605,2.876,97.152,15.388,0.3413,14.143,21.016,-4.448,-51.395,-1.177,0.254,80.897,abnormal_vibration,218.3
5050.951,97.375,794.243,3.045,103.343,17.744,0.1746,13.993,16.262,-11.407,121.584,-0.282,0.1105,74.298,injection_timing_issue,226.09
5116.62,122.156,806.496,3.205,85.555,12.993,0.2284,13.911,14.672,15.498,131.519,-0.286,0.1591,81.473,injector_abnormality,218.85
5041.458,108.43,708.002,4.146,100.921,15.628,0.2797,14.339,21.411,2.144,41.283,0.842,0.2164,56.11,abnormal_vibration,310.34
4478.943,102.877,547.583,3.773,102.039,18.435,0.2688,13.878,24.711,7.877,-72.417,1.273,0.1672,68.052,misfire,253.61
5158.542,122.472,749.105,2.527,89.25,20.021,0.1734,14.049,27.66,7.11,52.526,-1.069,0.1007,61.069,injection_timing_issue,285.32
5149.314,149.474,775.564,2.978,112.251,18.325,0.1064,13.825,21.865,36.177,84.037,-0.595,0.0344,75.781,coking_degradation,237.96
5038.193,118.162,793.82,3.081,90.376,12.54,0.152,13.807,33.51,15.094,133.866,-0.215,0.089,71.033,injection_timing_issue,239.49
5003.98,102.872,786.093,3.899,102.756,14.295,0.3902,14.142,24.986,-0.582,128.787,0.689,0.3299,95.133,combustion_instability,163.67
4639.785,109.124,610.326,2.536,102.143,18.791,0.2642,13.906,23.396,14.124,-9.674,0.036,0.1753,55.193,misfire,314.03
4940.543,111.163,652.365,3.697,90.787,15.069,0.1358,14.391,23.396,9.472,4.929,0.646,0.071,26.075,healthy,396.59
4807.851,147.609,780.643,3.203,128.74,14.326,0.1919,14.302,24.461,51.969,158.577,0.483,0.1166,100.0,overheating,158.07
4866.177,105.205,732.714,2.793,96.558,20.285,0.2321,13.837,30.067,1.272,88.231,-0.073,0.1613,60.18,injection_timing_issue,281.94
5288.304,110.739,648.3,2.671,88.882,14.91,0.0679,13.808,22.671,-4.703,-61.415,-1.25,-0.0151,36.786,healthy,364.48
5418.689,128.054,709.959,3.544,97.991,14.179,0.3948,14.136,23.591,8.128,-10.041,-0.656,0.3013,68.426,abnormal_vibration,251.3
5006.23,134.362,785.608,3.001,114.77,20.447,0.1494,14.188,21.333,24.666,115.592,-0.214,0.0889,75.739,coking_degradation,220.88
4481.416,113.332,790.487,2.796,103.425,18.723,0.3361,14.369,21.32,18.332,170.487,0.296,0.2346,100.0,combustion_instability,139.8
5158.112,143.683,735.82,2.674,111.436,16.672,0.1122,13.941,20.434,31.687,46.016,-0.921,0.0395,71.808,overheating,262.79
4440.351,103.209,601.597,4.091,103.814,14.942,0.2523,14.219,21.544,8.209,-18.403,1.591,0.1476,69.084,misfire,263.37
4962.836,147.987,746.852,2.746,134.005,14.687,0.1901,13.837,21.71,45.786,96.167,-0.361,0.1271,88.695,overheating,197.86
4978.779,121.496,631.331,3.833,89.311,14.696,0.3711,13.991,22.462,18.649,-22.242,0.686,0.3094,77.505,abnormal_vibration,218.56
4935.718,148.189,796.19,3.631,108.368,17.824,0.1477,14.365,22.509,43.937,144.113,0.592,0.0826,97.153,coking_degradation,148.3
5251.626,145.676,746.471,3.87,124.603,15.565,0.163,13.933,23.601,31.046,42.048,0.041,0.0829,54.459,overheating,296.48
4992.785,156.75,701.76,3.34,93.607,17.771,0.0623,14.215,20.509,50.268,39.517,0.158,0.0017,70.347,sensor_drift,242.42
4434.495,127.763,571.771,3.449,103.3,18.315,0.3539,14.287,23.764,32.763,-48.229,0.949,0.2487,95.53,misfire,155.84
4959.899,133.478,731.449,2.949,109.943,17.185,0.1912,13.937,24.728,28.897,76.298,-0.151,0.128,73.646,coking_degradation,240.92
5231.021,164.585,762.305,3.302,107.625,17.667,0.1542,14.323,20.894,48.677,57.387,-0.476,0.0757,78.847,coking_degradation,230.59
5039.489,111.859,671.26,1.951,142.546,14.253,0.1728,14.001,22.354,7.026,7.646,-1.347,0.1097,48.586,lubrication_issue,331.15
4620.331,122.654,562.685,2.996,87.6,16.728,0.2794,14.241,22.561,27.654,-57.315,0.496,0.189,79.074,misfire,232.55
4700.748,119.0,732.489,3.009,85.941,9.99,0.181,14.217,32.188,24.0,112.489,0.509,0.097,80.403,injector_abnormality,227.73
4552.784,102.027,558.563,2.734,93.759,15.136,0.3095,14.021,20.968,7.027,-61.437,0.234,0.2137,67.07,misfire,276.91
5154.889,114.747,715.89,2.513,90.887,16.631,0.4845,14.359,23.286,2.92,26.749,-1.075,0.4121,81.244,abnormal_vibration,216.65
5172.073,122.807,738.512,4.072,86.456,16.139,0.3602,13.972,22.576,10.786,47.262,0.441,0.2864,78.103,abnormal_vibration,234.7
4759.401,110.017,805.105,2.852,90.165,12.478,0.1359,13.897,15.145,15.017,185.105,0.254,0.0567,82.498,injector_abnormality,196.97
5239.75,101.804,665.551,3.419,85.285,16.156,0.0967,12.245,20.521,-12.942,-37.915,-0.38,0.0175,42.297,battery_alternator_health,339.4
4485.655,109.1,563.623,2.857,86.943,17.937,0.2778,14.34,22.458,14.1,-56.377,0.357,0.1767,67.887,misfire,264.44
5225.618,132.649,740.304,3.446,109.488,19.097,0.1214,14.324,21.66,15.528,33.499,-0.318,0.0433,45.907,coking_degradation,342.41
5175.062,96.524,701.197,3.566,99.818,14.855,0.2241,13.841,29.891,-14.333,11.976,-0.071,0.1501,41.325,injection_timing_issue,354.23
4531.49,126.491,552.967,3.375,102.173,14.831,0.3446,13.863,23.496,31.491,-67.033,0.875,0.2471,96.385,misfire,176.81
4969.433,171.102,668.363,4.139,96.886,16.327,0.0672,13.83,20.65,66.997,13.21,1.015,0.0048,87.221,sensor_drift,191.02
5194.017,118.662,701.845,2.692,103.528,15.494,0.1838,14.185,27.988,6.408,7.935,-0.993,0.1083,43.348,injection_timing_issue,342.64
4511.135,129.45,592.89,3.702,91.296,14.178,0.3731,14.359,23.971,34.45,-27.11,1.202,0.274,99.268,misfire,137.8
5230.407,112.051,656.541,3.661,100.255,17.818,0.127,13.81,20.338,-3.983,-48.568,-0.115,0.0486,22.974,healthy,412.46
4808.591,154.292,815.25,2.899,109.544,19.97,0.1462,14.066,23.912,52.978,181.763,0.178,0.0708,100.0,coking_degradation,157.26
4452.264,102.57,601.629,2.764,86.589,16.896,0.3313,13.865,22.245,7.57,-18.371,0.264,0.2275,58.415,misfire,293.61
5268.349,102.888,715.642,3.035,99.699,15.515,0.1221,13.82,13.175,-12.36,8.31,-0.836,0.0406,46.351,injection_timing_issue,334.95
4983.79,144.769,799.69,3.112,118.58,16.678,0.1586,14.209,21.378,39.739,141.252,-0.047,0.0973,94.497,overheating,169.78
5109.829,104.075,659.47,3.131,104.361,16.238,0.108,13.956,22.519,-5.556,-20.776,-0.344,0.0393,19.032,healthy,446.3
4814.073,96.354,703.693,3.093,99.841,14.108,0.1391,14.005,20.487,0.683,80.945,0.358,0.0643,33.312,healthy,378.76
5125.704,107.766,808.94,2.69,92.739,18.903,0.2257,14.4,29.132,-5.166,120.507,-0.824,0.1556,71.307,injection_timing_issue,259.03
4541.874,108.436,788.636,2.668,88.923,17.24,0.3126,14.077,23.267,13.436,168.636,0.168,0.216,100.0,combustion_instability,138.32
4842.666,106.86,641.706,3.917,96.454,14.154,0.2383,14.124,27.991,10.0,13.718,1.11,0.1657,62.857,combustion_instability,289.59
5009.601,142.518,692.524,2.884,95.684,15.077,0.127,14.387,23.315,38.057,32.642,-0.34,0.0662,64.403,sensor_drift,287.66
4838.664,116.604,800.846,4.141,99.727,12.326,0.2219,13.815,13.485,21.604,177.234,1.344,0.149,100.0,injector_abnormality,137.38
4987.757,100.401,774.794,4.047,89.113,11.719,0.1704,14.367,13.276,0.172,125.559,0.878,0.1095,73.682,injector_abnormality,237.16
5242.527,161.967,647.321,3.757,85.718,17.051,0.1279,14.371,21.81,46.215,-58.437,-0.049,0.0485,73.152,sensor_drift,253.98
4484.276,95.386,616.574,3.563,102.883,12.947,0.3689,14.097,22.367,0.386,-3.426,1.063,0.2677,53.357,combustion_instability,317.31
4471.147,104.733,596.434,2.636,100.744,15.547,0.3083,13.852,22.478,9.733,-23.566,0.136,0.2059,59.156,misfire,278.44
5120.835,112.624,663.539,1.841,121.172,16.296,0.1767,14.243,23.705,2.494,-18.804,-1.661,0.1071,53.527,lubrication_issue,305.3
4643.9,111.747,604.252,2.533,92.613,17.921,0.3678,13.822,23.36,16.747,-15.748,0.033,0.2793,64.323,misfire,270.13
4444.782,105.452,595.606,2.967,97.947,14.306,0.3477,13.949,22.823,10.452,-24.394,0.467,0.2433,68.092,misfire,272.67
5212.63,117.46,781.342,4.04,89.195,15.333,0.1667,14.368,33.255,4.622,84.403,0.308,0.0897,50.904,injection_timing_issue,321.61
5057.462,119.119,718.517,3.041,89.933,17.048,0.3119,14.021,22.641,10.773,46.078,-0.303,0.2473,68.146,abnormal_vibration,261.08
4851.301,109.472,649.742,3.498,104.629,16.551,0.097,12.712,22.498,9.868,15.405,0.67,0.0251,35.826,battery_alternator_health,376.74
5078.289,138.18,804.142,4.071,129.352,16.524,0.1913,14.107,24.492,29.525,129.002,0.676,0.125,90.759,overheating,187.81
5135.432,147.377,668.057,3.093,88.323,17.47,0.0984,13.837,22.669,35.49,-19.262,-0.446,0.0276,57.736,sensor_drift,310.49
5050.612,119.477,760.557,3.431,102.206,12.895,0.1846,13.836,34.867,15.558,97.657,0.105,0.1205,71.28,injection_timing_issue,251.27
4982.786,100.258,675.879,2.614,99.187,14.819,0.1481,13.943,20.568,-2.872,21.34,-0.543,0.0867,25.36,healthy,410.59
5184.942,157.921,642.093,2.747,95.334,15.971,0.1132,14.089,24.942,45.552,-51.139,-0.915,0.0384,77.826,sensor_drift,224.01
4656.056,120.075,712.113,3.928,91.421,17.746,0.354,13.832,20.362,25.075,92.113,1.428,0.2665,100.0,abnormal_vibration,163.92
5061.634,112.574,694.115,0.994,144.177,16.458,0.2592,14.107,23.104,4.651,22.105,-2.36,0.1943,68.19,lubrication_issue,247.07
4596.531,96.214,770.448,3.152,102.952,14.207,0.3751,14.244,24.146,1.214,150.448,0.652,0.2829,98.672,combustion_instability,159.58
5290.5,123.602,677.466,3.389,99.468,15.864,0.1669,12.426,21.468,7.118,-34.552,-0.537,0.0836,38.69,battery_alternator_health,377.05
5106.384,95.042,707.171,3.083,97.284,14.441,0.1756,14.34,27.157,-12.655,31.139,-0.383,0.1071,50.553,injection_timing_issue,335.38
4770.535,132.856,725.72,3.383,93.873,17.044,0.4239,14.212,24.093,35.99,104.935,0.757,0.3455,100.0,abnormal_vibration,160.56
5045.918,150.405,812.472,3.334,123.265,19.965,0.1905,13.83,24.69,39.604,136.278,0.019,0.1268,96.754,coking_degradation,168.79
5223.54,103.555,674.891,3.165,94.631,14.337,0.2801,14.181,23.445,-8.724,-22.02,-0.594,0.2022,64.611,abnormal_vibration,260.41
5218.226,162.457,635.156,2.874,94.601,15.983,0.0731,14.246,23.754,48.745,-64.09,-0.871,-0.0044,86.071,sensor_drift,190.87
5050.347,138.981,828.986,3.124,127.367,14.28,0.1318,13.94,24.093,33.687,163.363,-0.202,0.0678,85.131,overheating,205.69
4659.019,114.157,551.312,3.928,99.046,18.625,0.3613,14.198,20.67,19.157,-68.688,1.428,0.2741,92.527,misfire,163.67
4900.854,114.707,700.391,2.986,85.672,16.398,0.1016,13.939,20.847,13.274,57.441,0.034,0.0336,30.054,healthy,380.89
5129.779,114.784,734.136,2.765,104.944,15.427,0.2702,14.314,20.201,5.166,51.923,-0.76,0.1998,70.839,abnormal_vibration,242.24
5242.83,150.545,660.411,3.751,104.716,14.551,0.1487,13.899,21.637,37.281,-40.401,-0.057,0.0693,69.067,sensor_drift,262.77
5178.222,113.762,695.999,2.846,95.984,17.711,0.0938,14.219,20.607,-0.077,0.498,-0.8,0.0196,12.627,healthy,470.0
5042.032,131.924,796.744,3.327,110.745,20.44,0.1557,14.389,23.11,20.802,120.298,0.022,0.0923,72.673,coking_degradation,259.32
5291.59,165.742,630.789,3.24,103.139,17.516,0.1329,13.912,23.455,47.563,-84.729,-0.689,0.0496,86.193,sensor_drift,195.06
4877.194,139.588,768.796,3.883,116.1,16.174,0.1258,14.279,21.117,39.326,130.554,0.99,0.0559,100.0,overheating,153.3
5296.613,119.075,683.152,4.059,85.551,14.235,0.1712,12.337,22.535,3.976,-26.708,0.118,0.0874,42.166,battery_alternator_health,365.69
4920.114,102.721,652.546,3.63,89.383,15.2,0.3946,14.36,21.342,1.717,8.526,0.63,0.3282,58.588,combustion_instability,305.67
4658.068,119.698,821.369,3.064,97.963,18.514,0.2764,14.123,25.506,24.698,201.369,0.564,0.189,100.0,combustion_instability,164.41
4954.229,96.658,642.706,2.599,88.837,17.439,0.1697,12.828,20.724,-7.95,-11.933,-0.487,0.106,47.019,battery_alternator_health,320.94
4982.147,133.923,715.433,1.805,110.367,15.433,0.2159,14.248,22.493,30.204,59.78,-1.35,0.1545,88.197,lubrication_issue,200.91
4876.103,106.148,622.469,3.081,102.792,14.249,0.1284,12.372,23.976,7.855,-11.728,0.191,0.0585,26.727,battery_alternator_health,407.3
5001.576,128.026,685.705,2.013,131.469,15.568,0.2533,14.35,20.217,23.395,26.285,-1.191,0.1932,75.069,lubrication_issue,231.37
4997.382,117.335,797.333,2.531,100.048,10.524,0.2223,14.226,13.949,17.916,148.757,-0.662,0.1621,98.244,injector_abnormality,143.57
4930.444,159.311,794.735,3.075,124.573,19.5,0.1093,14.369,21.862,53.593,140.255,0.049,0.0438,100.0,coking_degradation,152.55
4474.705,105.415,601.877,4.131,87.486,17.127,0.2751,14.273,24.923,10.415,-18.123,1.631,0.1731,71.925,misfire,260.67
4947.555,117.424,637.564,2.725,95.788,17.886,0.1031,14.348,24.152,12.636,-16.768,-0.344,0.0389,23.886,healthy,409.11
5118.309,138.101,816.825,2.534,120.787,19.636,0.1442,14.36,23.999,24.733,128.258,-0.962,0.0747,91.219,coking_degradation,180.39
4523.263,108.09,759.494,3.218,89.508,19.449,0.323,14.34,25.51,13.09,139.494,0.718,0.2249,99.032,combustion_instability,164.49
5174.627,115.012,632.91,2.839,97.115,14.404,0.0916,14.396,21.518,4.623,-55.33,-0.797,0.0176,29.857,healthy,386.78
4826.852,146.146,748.934,3.5,123.848,19.993,0.1303,13.908,22.252,44.079,112.115,0.733,0.0564,98.773,coking_degradation,154.52
5196.321,104.582,667.837,3.75,90.214,16.75,0.1327,14.28,20.993,-9.021,-29.001,0.059,0.057,22.626,healthy,418.24
4954.372,135.297,745.488,2.858,112.029,17.702,0.1638,14.266,21.311,30.421,90.298,-0.228,0.1002,76.92,coking_degradation,232.41
4860.483,101.077,695.213,3.496,94.86,17.01,0.0885,13.869,20.303,0.648,58.307,0.645,0.0173,25.348,healthy,410.23
5178.843,165.408,809.002,2.541,110.938,17.134,0.1805,14.374,21.436,52.121,114.543,-1.106,0.1062,100.0,overheating,158.93
4586.433,111.692,577.122,3.289,101.523,18.536,0.2179,13.907,21.442,16.692,-42.878,0.789,0.1248,60.84,misfire,291.65
5198.695,105.644,703.922,3.937,88.522,16.37,0.1306,14.219,24.57,-7.674,7.417,0.24,0.0547,18.091,healthy,422.53
5103.604,110.268,683.157,3.837,92.161,14.213,0.1328,11.85,23.218,2.91,8.082,0.378,0.0645,25.745,battery_alternator_health,400.27
4880.912,120.403,694.691,3.272,94.07,16.129,0.1175,12.226,23.489,20.037,55.869,0.37,0.0479,58.919,battery_alternator_health,300.38
4444.507,99.74,816.718,3.137,97.797,15.251,0.2267,14.053,25.275,4.74,196.718,0.637,0.1223,85.635,combustion_instability,204.42
4945.87,109.564,792.026,3.681,101.007,11.176,0.2406,14.079,13.822,11.554,151.417,0.616,0.1763,88.63,injector_abnormality,190.72
5154.108,103.541,703.465,3.343,86.53,14.19,0.2005,14.225,24.475,-5.813,19.345,-0.242,0.1282,38.798,abnormal_vibration,370.4
5071.834,134.884,637.869,4.095,95.916,14.588,0.3116,14.322,23.306,28.423,-32.236,0.715,0.2458,81.006,abnormal_vibration,225.76
5519.049,97.938,556.991,3.277,96.465,16.288,0.3605,14.182,26.61,-27.062,-163.009,-0.923,0.259,100.0,combustion_instability,147.69
5151.793,152.46,794.503,3.973,131.381,17.467,0.2169,14.343,24.444,39.921,104.246,0.393,0.1448,98.239,overheating,167.22
4600.339,120.758,613.869,3.454,92.913,14.445,0.3747,14.061,22.005,25.758,-6.131,0.954,0.2827,87.504,misfire,190.31
5074.383,116.725,715.661,3.7,98.469,14.293,0.3432,14.274,20.241,10.457,45.687,0.314,0.2773,71.314,abnormal_vibration,257.09
4638.162,123.101,678.833,3.216,85.304,15.695,0.3223,14.288,22.693,28.101,58.833,0.716,0.2334,83.756,abnormal_vibration,210.91
5288.344,116.105,646.705,3.064,100.116,17.867,0.1512,12.727,23.052,-2.295,-68.93,-0.857,0.0681,51.457,battery_alternator_health,309.14
4568.878,100.664,641.811,3.885,97.698,16.918,0.298,14.199,21.679,5.664,21.811,1.385,0.2035,65.333,abnormal_vibration,259.62
4878.444,120.825,690.749,3.198,96.512,14.209,0.1185,12.964,21.229,22.478,56.211,0.302,0.0488,57.614,battery_alternator_health,293.25
5108.625,113.569,773.755,3.223,85.302,9.068,0.1274,13.984,17.072,11.156,108.066,-0.248,0.0587,59.26,injector_abnormality,281.48
4936.959,158.309,636.572,3.465,88.751,15.336,0.0921,13.987,21.112,56.495,-10.753,0.423,0.027,63.56,sensor_drift,264.66
